accepted_last15,breadth,delayed_cont_120m,delayed_cont_240m,delayed_cont_480m,delayed_cont_60m,delayed_entry_price,delayed_entry_time,delayed_rev_120m,delayed_rev_240m,delayed_rev_480m,delayed_rev_60m,direct_cont_120m,direct_cont_240m,direct_cont_480m,direct_cont_60m,direct_rev_120m,direct_rev_240m,direct_rev_480m,direct_rev_60m,entry_price,entry_time,event_id,event_time,impulse_atr,impulse_breadth,jump_close,jump_direction,jump_high,jump_log_return,jump_low,jump_open,jump_return,jump_zscore,last15_aligned_return,oi_abs_baseline,oi_change_1h,oi_material,oi_mode,period_label,premium_aligned,premium_change_1h,split,state,symbol,taker_1h,taker_aligned,timeframe_min,transition15,episode_id,abs_z
True,4,0.006470524901665677,0.004403728629649452,0.012347976800211947,0.002275574343307842,30965.8,2022-06-06 02:15:59.999000+00:00,-0.010270524901665678,-0.008203728629649453,-0.016147976800211947,-0.006075574343307842,0.011157692557180144,0.008670049687990579,0.018503860873626335,0.0005876428691895658,-0.014957692557180146,-0.01247004968799058,-0.022303860873626333,-0.0043876428691895656,30832.4,2022-06-06 02:00:59.999000+00:00,BTCUSDT:2022-06-06T01:59:59.999000+00:00:60m,2022-06-06 01:59:59.999000+00:00,3.1551335743442808,4,30833.8,1,30944.0,0.030421961598025783,30285.3,30285.3,0.030889437945295528,9.750787123231799,0.008560092371802996,0.0025955142484050953,0.02149557201754959,True,BUILD,dev_cascade_2022_06,True,0.00037781999999999996,development,SPONSORED_BUILD_BROAD,BTCUSDT,0.19332483364825562,True,60,PERSISTENT_15,BTCUSDT:2022-06-06 01:59:59.999000+00:00,9.750787123231799
True,4,-0.003949639711769413,0.0016324259407525371,0.0037813450760608843,-0.002956845476381074,31225.0,2022-06-06 04:15:59.999000+00:00,0.00014963971176941318,-0.005432425940752537,-0.007581345076060884,-0.0008431545236189258,-0.004355578677765357,-0.0005297422762926423,0.003129614214823175,-0.002620345765967689,0.0005555786777653577,-0.0032702577237073574,-0.006929614214823175,-0.0011796542340323107,31235.0,2022-06-06 04:00:59.999000+00:00,BTCUSDT:2022-06-06T03:59:59.999000+00:00:120m,2022-06-06 03:59:59.999000+00:00,1.0625601589250298,3,31235.0,1,31292.0,0.043349731672689205,30832.4,30832.4,0.044303056847398326,8.894216464379198,0.006126629902592384,0.003111235535751433,0.018134818003051834,True,BUILD,dev_cascade_2022_06,True,5.732999999999997e-05,development,SPONSORED_BUILD_BROAD,BTCUSDT,0.13124085163015783,True,120,MIXED_15,BTCUSDT:2022-06-06 03:59:59.999000+00:00,8.894216464379198
True,3,0.00038815425414796714,0.00024135495750800154,2.008278203970452e-06,0.0008668476127562514,31335.3,2022-06-06 08:15:59.999000+00:00,-0.004188154254147967,-0.004041354957508001,-0.0038020082782039702,-0.004666847612756251,0.003973175223321425,0.0017543490910485588,0.006153635485871791,0.0037781487188997117,-0.007773175223321425,-0.0055543490910485585,-0.009953635485871791,-0.007578148718899711,31277.8,2022-06-06 08:00:59.999000+00:00,BTCUSDT:2022-06-06T07:59:59.999000+00:00:240m,2022-06-06 07:59:59.999000+00:00,0.06415380385589621,0,31277.9,1,31473.9,0.0447222486007023,31130.7,31235.0,0.04573736455153643,3.464643851039554,0.002831071895760262,0.004337513250856517,-0.0037947770453605756,False,UNWIND,dev_cascade_2022_06,False,-2.6120000000000028e-05,development,UNSPONSORED_CONFLICT,BTCUSDT,-0.029347992867765488,False,240,PERSISTENT_15,BTCUSDT:2022-06-06 07:59:59.999000+00:00,3.464643851039554
True,4,-0.004372074400258428,-0.004929736300729224,-0.00854093714402303,-0.002505267184657476,29408.5,2022-06-07 02:15:59.999000+00:00,0.0005720744002584283,0.0011297363007292244,0.004740937144023029,-0.0012947328153425236,-0.0016191752549414723,0.0013345597141677507,-0.0016699267148918434,0.004092055704802435,-0.0021808247450585275,-0.0051345597141677505,-0.0021300732851081564,-0.007892055704802435,29555.8,2022-06-07 02:00:59.999000+00:00,BTCUSDT:2022-06-07T01:59:59.999000+00:00:60m,2022-06-07 01:59:59.999000+00:00,3.952575078245478,4,29551.7,-1,30247.6,-0.05943018824805973,29351.0,30192.8,-0.05769868499929853,-10.318448275249382,0.007409571984697161,0.008567566289569228,-0.08570990926629563,True,UNWIND,dev_cascade_2022_06,True,-0.00026175,development,FORCED_UNWIND_ACCEPTED,BTCUSDT,-0.08125855205477882,True,60,PERSISTENT_15,BTCUSDT:2022-06-07 01:59:59.999000+00:00,10.318448275249382
True,0,-0.002456286718315313,-0.005851670895350201,-0.0021849273435272524,-0.0020797755857970704,29481.2,2022-06-07 04:15:59.999000+00:00,-0.001343713281684687,0.0020516708953502013,-0.0016150726564727474,-0.0017202244142029293,0.0010545646839833628,-0.002631026313562921,-0.00044810051611808674,-0.0006003976647770287,-0.004854564683983363,-0.0011689736864370786,-0.003351899483881913,-0.003199602335222971,29547.5,2022-06-07 04:00:59.999000+00:00,BTCUSDT:2022-06-07T03:59:59.999000+00:00:120m,2022-06-07 03:59:59.999000+00:00,-0.3897998246414759,0,29547.5,-1,29649.9,-0.05957232215197279,29190.0,29555.8,-0.05783260844610538,-7.486331781020353,0.001463292645011216,0.009293744476824628,-0.02638082558725685,True,UNWIND,dev_cascade_2022_06,False,0.00012144,development,FORCED_UNWIND_ACCEPTED,BTCUSDT,-0.12319974886706357,True,120,PERSISTENT_15,BTCUSDT:2022-06-07 03:59:59.999000+00:00,7.486331781020353
False,1,-0.002106097095382329,0.0017523108214490119,-0.009610058551847033,-0.00128170871385279,29597.7,2022-06-07 08:15:59.999000+00:00,-0.0016939029046176707,-0.005552310821449012,0.005810058551847032,-0.00251829128614721,-0.0012202363277882139,0.0002813311869485208,-0.01227907815929473,-0.003993401557707208,-0.002579763672211786,-0.004081331186948521,0.00847907815929473,0.00019340155770720849,29569.1,2022-06-07 08:00:59.999000+00:00,BTCUSDT:2022-06-07T07:59:59.999000+00:00:240m,2022-06-07 07:59:59.999000+00:00,-0.21036795708495615,0,29569.0,-1,29615.8,-0.05884494482253248,29370.6,29547.5,-0.05714704794459402,-4.5312922806806775,-0.0017481214470109752,0.009505146769253514,0.008452751598294839,False,BUILD,dev_cascade_2022_06,True,-7.229999999999997e-05,development,MIXED_SPONSORSHIP,BTCUSDT,-0.027362684815173333,True,240,MIXED_15,BTCUSDT:2022-06-07 07:59:59.999000+00:00,4.5312922806806775
True,4,0.0030740263063615677,,,0.0034642714570858454,31262.4,2022-06-07 20:15:59.999000+00:00,-0.006874026306361567,,,-0.007264271457085845,0.009314026228325568,,,0.007745608430165043,-0.01311402622832557,,,-0.011545608430165043,31050.4,2022-06-07 20:00:59.999000+00:00,BTCUSDT:2022-06-07T19:59:59.999000+00:00:60m,2022-06-07 19:59:59.999000+00:00,2.2242417272639563,4,31050.5,1,31428.8,0.028693940677665376,30167.0,30172.2,0.029109577690721977,2.787827164528063,0.004626708727655027,0.006879005957831197,-0.005599559974932333,False,UNWIND,dev_cascade_2022_06,True,0.00058562,development,FLOW_ALIGNED_PRICE_ONLY,BTCUSDT,0.2120975550142877,True,60,PERSISTENT_15,BTCUSDT:2022-06-07 19:59:59.999000+00:00,2.787827164528063
False,4,-0.009304248848870588,-0.010262834637340556,-0.007519296001375007,-0.0027726436143311476,30252.9,2022-06-08 04:15:59.999000+00:00,0.005504248848870587,0.006462834637340555,0.0037192960013750073,-0.0010273563856688522,-0.01950647870425913,-0.01995972138905565,-0.01500404585749514,-0.009328514297140643,0.015706478704259133,0.01615972138905565,0.011204045857495138,0.005528514297140643,30006.0,2022-06-08 04:00:59.999000+00:00,BTCUSDT:2022-06-08T03:59:59.999000+00:00:60m,2022-06-08 03:59:59.999000+00:00,1.6823158795918374,4,30006.0,-1,31029.4,-0.03151184263201445,29825.0,30966.6,-0.031020518881633707,-2.6316678551022927,-0.004630420152874182,0.00856615983389375,-0.10077813824648629,True,UNWIND,dev_cascade_2022_06,True,-0.00077943,development,MIXED_SPONSORSHIP,BTCUSDT,0.027198182900176764,False,60,MIXED_15,BTCUSDT:2022-06-08 03:59:59.999000+00:00,2.6316678551022927
True,4,0.0020751636633595935,0.02144818114328141,0.013777937504218086,0.008125646217182937,29634.0,2022-06-10 13:15:59.999000+00:00,-0.005875163663359593,-0.02524818114328141,-0.017577937504218086,-0.011925646217182938,0.0010090369130461147,0.01827427223455881,0.013202018777124581,0.006428889908814197,-0.0048090369130461144,-0.02207427223455881,-0.01700201877712458,-0.010228889908814197,29631.8,2022-06-10 13:00:59.999000+00:00,BTCUSDT:2022-06-10T12:59:59.999000+00:00:60m,2022-06-10 12:59:59.999000+00:00,1.5385677640684603,4,29631.7,-1,30177.4,-0.012535963969532786,29452.3,30005.4,-0.012457716085384374,-3.4948519278060486,0.0015600781723835722,0.004126894120780378,0.005300547794913513,True,BUILD,dev_cascade_2022_06,False,0.00038284000000000007,development,MIXED_SPONSORSHIP,BTCUSDT,-0.01592856732555588,True,60,MIXED_15,BTCUSDT:2022-06-10 12:59:59.999000+00:00,3.4948519278060486
False,4,-0.005047663783899634,-0.009753611175415943,,-0.007176051150400418,28942.1,2022-06-10 17:15:59.999000+00:00,0.0012476637838996346,0.005953611175415942,,0.0033760511504004184,-0.0022616449679686438,-0.007076689398636025,,-0.004310966453123997,-0.001538355032031356,0.0032766893986360254,,0.0005109664531239972,29034.0,2022-06-10 17:00:59.999000+00:00,BTCUSDT:2022-06-10T16:59:59.999000+00:00:60m,2022-06-10 16:59:59.999000+00:00,1.1984897497848188,4,29034.0,-1,29470.2,-0.013825593647885475,28805.0,29438.2,-0.013730459063393874,-3.1006135881083043,-0.0013795957784368262,0.00437716338867844,-0.016384028554881525,True,UNWIND,dev_cascade_2022_06,False,0.0009154800000000001,development,FORCED_UNWIND_REJECTED,BTCUSDT,-0.10095414205042741,True,60,PERSISTENT_15,BTCUSDT:2022-06-10 16:59:59.999000+00:00,3.1006135881083043
