run_id,variant,segment,start_ns,end_ns,calendar_days,starting_nav,ending_nav,total_return,daily_geometric_return,trades,wins,losses,win_rate,profit_factor,expectancy_r,max_drawdown,maximum_consecutive_losses,largest_profit_share,reversal_trades,continuation_trades,rejected_orders,time_exits,missing_feature_bars,open_position_at_stop,native_account_final,native_expected_final,accounting_error,implementation_status
baseline:week-a,baseline,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,108044.64197385001,0.0804464197385002,0.01111478781152564,6,4,2,0.6666666666666666,2.245369891179914,0.4501634397106769,0.05910881699206749,2,0.35727033402784053,6,0,0,2,0,False,112054.21033803,112054.21033803,0.0,OK
baseline:week-b,baseline,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
baseline:week-c,baseline,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,103522.4696311,0.035224696311000114,0.004957749318867277,2,1,1,0.5,2.174279452790338,0.620807680015745,0.0299968599699999,1,1.0,2,0,0,0,0,False,104778.02597233001,104778.02597233,1.4551915228366852e-11,OK
no-limit-salvage:week-a,no-limit-salvage,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,108044.64197385001,0.0804464197385002,0.01111478781152564,6,4,2,0.6666666666666666,2.245369891179914,0.4501634397106769,0.05910881699206749,2,0.35727033402784053,6,0,0,2,0,False,112054.21033803,112054.21033803,0.0,OK
no-limit-salvage:week-b,no-limit-salvage,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
no-limit-salvage:week-c,no-limit-salvage,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,106723.7450595,0.06723745059499997,0.009339556555862272,1,1,0,1.0,inf,2.2415749057843466,0.0,0,1.0,1,0,0,0,0,False,107127.18224014,107127.18224014,0.0,OK
limit-all:week-a,limit-all,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,96999.46566985,-0.030005343301499954,-0.004342645620606822,1,0,1,0.0,0.0,-1.0001833112529541,0.030005343301499954,1,,1,0,0,0,0,False,98023.98159273,98023.98159273,0.0,OK
limit-all:week-b,limit-all,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
limit-all:week-c,limit-all,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,97000.314003,-0.0299968599699999,-0.004341401657975474,1,0,1,0.0,0.0,-0.9999595457528561,0.0299968599699999,1,,1,0,0,0,0,False,97864.52890356,97864.52890356,0.0,OK
no-flow:week-a,no-flow,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,101660.74157867499,0.016607415786749957,0.0023557734409993536,8,4,4,0.5,1.1354990235104137,0.08767470898801825,0.08732562713864689,3,0.36116339313931106,8,0,0,2,0,False,107039.74271362,107039.74271362,0.0,OK
no-flow:week-b,no-flow,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
no-flow:week-c,no-flow,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,98989.8573476,-0.010101426524000034,-0.0014493475565043878,3,2,1,0.6666666666666666,0.6632630379719701,-0.10655528833534583,0.029997973680000012,1,0.5297477980656313,3,0,0,2,0,False,101171.0057241,101171.0057241,0.0,OK
