run_id,variant,segment,start_ns,end_ns,calendar_days,starting_nav,ending_nav,total_return,daily_geometric_return,trades,wins,losses,win_rate,profit_factor,expectancy_r,max_drawdown,maximum_consecutive_losses,largest_profit_share,reversal_trades,continuation_trades,rejected_orders,time_exits,missing_feature_bars,open_position_at_stop,native_account_final,native_expected_final,accounting_error,implementation_status
baseline:week-a,baseline,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
baseline:week-b,baseline,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,94089.77699765001,-0.0591022300234999,-0.008665208082501485,2,0,2,0.0,0.0,-1.0000432946427116,0.0591022300234999,2,,2,0,0,0,0,False,95934.29031144,95934.29031144,0.0,OK
baseline:week-c,baseline,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
no-flow:week-a,no-flow,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
no-flow:week-b,no-flow,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,94089.42596255001,-0.05910574037449989,-0.008665736443932093,2,0,2,0.0,0.0,-1.0001079700301956,0.05910574037449989,2,,2,0,0,0,0,False,95803.07231901,95803.07231901,0.0,OK
no-flow:week-c,no-flow,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
no-fvg-retest:week-a,no-fvg-retest,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
no-fvg-retest:week-b,no-fvg-retest,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,94089.90080774999,-0.05910099192250007,-0.00866502172979755,2,0,2,0.0,0.0,-1.0000341766317478,0.05910099192250007,2,,2,0,0,0,0,False,95591.96419386,95591.96419386,0.0,OK
no-fvg-retest:week-c,no-fvg-retest,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,105412.2907069,0.05412290706900014,0.007558285499320583,1,1,0,1.0,inf,1.8042157935009433,0.0,0,1.0,1,0,0,0,0,False,106101.01673582,106101.01673582,0.0,OK
midpoint-target:week-a,midpoint-target,week-a,1644192000000000000,1644796800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
midpoint-target:week-b,midpoint-target,week-b,1686528000000000000,1687132800000000000,7.0,100000.0,96999.93765365,-0.030000623463499965,-0.004341953520827335,1,0,1,0.0,0.0,-1.0000229499159163,0.030000623463499965,1,,1,0,0,0,0,False,98019.88086888,98019.88086888,0.0,OK
midpoint-target:week-c,midpoint-target,week-c,1728864000000000000,1729468800000000000,7.0,100000.0,100000.0,0.0,0.0,0,0,0,,,,0.0,0,,0,0,0,0,0,False,100000.0,100000.0,0.0,OK
